id,preferred_name,alternative_names,category,description
http://data.europa.eu/esco/skill/0ffdb6ac-03b5-4f1c-bfcc-3d9cb874fdf9,ethical,ethical hacking|ethical hacking principles|hacking|hacking principles|hacking principles ethical,general,They aim to identify and address data breaches and threats in a network.
http://data.europa.eu/esco/skill/0ffed47f-d320-48cf-988d-40449825085c,counselling,counselling methods|counselling methods methods|methods|methods methods|methods methods of,general,
http://data.europa.eu/esco/skill/10026df1-670d-4c75-b3d5-ee0037f9d59b,lead,lead process|lead process optimisation|process|process optimisation|process optimisation determine,management,Design experiments on the production line and functional process control models.
http://data.europa.eu/esco/skill/10095abb-e2e0-401a-b9d4-b871ca4e3d0a,protect,protect workpiece|protect workpiece components|workpiece|workpiece components|workpiece components from,general,
http://data.europa.eu/esco/skill/100a863f-8e45-4201-961e-d49aca513db6,develop original,develop|develop original melodies|original|original melodies|original melodies create,design,
http://data.europa.eu/esco/skill/1019423b-3368-4f83-b24f-19e5fa23e816,software,software UI|software UI design|UI design|UI design patterns|design,general,
http://data.europa.eu/esco/skill/101d2f56-bf4c-441b-b1ca-1d09d3b0f1d0,adjust,adjust the|adjust the varnish|the|the varnish|the varnish mixture,general,
http://data.europa.eu/esco/skill/101d63ee-bb22-4a7c-9e0a-c2716063696a,make,"make health,|make health, safety|health,|health, safety|health, safety and",general,
http://data.europa.eu/esco/skill/101e6f4c-c892-4812-9e2c-f2b888771bb3,test,test wind|test wind turbine|wind|wind turbine|wind turbine blades,general,
http://data.europa.eu/esco/skill/1023ac61-250f-4eef-b7a9-238cf071685f,provide,provide professional|provide professional care|professional|professional care|professional care in,general,
http://data.europa.eu/esco/skill/1024388a-5601-4d18-bae9-4531a12b774b,counsel,counsel healthcare|counsel healthcare users|healthcare|healthcare users|healthcare users on,general,
http://data.europa.eu/esco/skill/102b6ba8-452c-4f6b-8b3f-1ab5a2d02ffe,advise,advise on|advise on credit|on credit|on credit rating|credit,general,
http://data.europa.eu/esco/skill/102bab2f-6d11-43e0-afa8-d50c6b94e4b4,perform necessary,perform|perform necessary checks|necessary|necessary checks|necessary checks before,technical,"Check service equipment and check for oil/fuel spills.  Check activities on adjacent stands, etc."
http://data.europa.eu/esco/skill/10311d30-7788-4866-be1c-8235832b7cee,create patterns,create|create patterns for|patterns|patterns for|patterns for footwear,design,Create scaled patterns for uppers and bottom components by manual methods from the designs.
http://data.europa.eu/esco/skill/10323914-77bf-41f2-b081-42b6e972d08d,understand,understand written|understand written Icelandic|written|written Icelandic|written Icelandic understanding,general,
http://data.europa.eu/esco/skill/103770db-5ed7-4208-ac72-cf174dd677e9,childbirth,childbirth birth|childbirth birth of|birth|birth of|birth of a,general,
http://data.europa.eu/esco/skill/1039d92f-9c38-4b04-957c-5b00eb40f113,conform,conform to|conform to alcohol|to alcohol|to alcohol regulations|alcohol,general,
http://data.europa.eu/esco/skill/103f7814-d262-4df6-a1b6-759bc51f76cb,sustainable,sustainable technologies|sustainable technologies clean|technologies|technologies clean|technologies clean energy,general,"They are innovative technologies designed to prevent, reduce and recover from the negative impact of humanity in the planet."
http://data.europa.eu/esco/skill/10411953-14de-40b2-b959-809605113a75,oversee,oversee guest|oversee guest laundry|guest|guest laundry|guest laundry service,general,
http://data.europa.eu/esco/skill/1048db56-0ef6-431a-a830-9686c07113f2,provide,provide nursing|provide nursing care|nursing|nursing care|nursing care for,general,'
http://data.europa.eu/esco/skill/104f5817-978e-419a-a32b-5b5ccfc0f3bb,complementary,complementary and|complementary and alternative|and|and alternative|and alternative medicine,general,
http://data.europa.eu/esco/skill/10535df6-0496-4350-8b69-ef5c37871dee,monitor,monitor forage|monitor forage grazing|forage|forage grazing|forage grazing plans,technical,Determine the required quantity of conserved forages and the grazing plan based on the production systems and available resources.
http://data.europa.eu/esco/skill/1063b061-329e-4212-8db4-ab936dc60efc,environmental,environmental economics|environmental economics principles|economics|economics principles|economics principles of,general,
http://data.europa.eu/esco/skill/10643a25-303a-46fb-bc8e-2acb9d4e7a7d,balneotherapy,balneotherapy balneotherapy|balneotherapy balneotherapy practice|balneotherapy practice|balneotherapy practice therapeutic|practice,general,This includes the beneficial properties of mineral waters and mud-wrapping techniques.
http://data.europa.eu/esco/skill/106a62be-ce97-4053-9fd6-6615be25d7ae,use traditional,use|use traditional carpet|traditional|traditional carpet|traditional carpet making,general,"Use methods such as weaving, knotting or tufting to create handicraft carpets from wool or other textiles."
http://data.europa.eu/esco/skill/106b9659-4b9a-4ce2-8d16-80add5bf81b0,energy,energy transformation|energy transformation energy|transformation|transformation energy|transformation energy conversion,general,
http://data.europa.eu/esco/skill/1075bb7c-2caf-49e0-92cf-5cb4a2b1c9eb,evaluate,evaluate vineyard|evaluate vineyard quality|vineyard|vineyard quality|vineyard quality vineyard,general,Supervise receipt and evaluation of fruit according to quality parameters and specifications.
http://data.europa.eu/esco/skill/107cfd0b-d429-4f74-b049-627efbf7b4dc,teach,teach communication|teach communication sciences|communication|communication sciences|communication sciences teaching,general,
http://data.europa.eu/esco/skill/108112e0-a3df-43bf-91ec-d9614ca4224c,provide,provide psychological|provide psychological support|psychological|psychological support|psychological support to,general,
http://data.europa.eu/esco/skill/10815682-50d3-47df-a775-47ab6732ea4f,operate,operate sleeper|operate sleeper clipping|sleeper|sleeper clipping|sleeper clipping unit,technical,Attach the rails to the sleepers securely by using manual equipment.
http://data.europa.eu/esco/skill/108320f7-c8a1-4386-aed9-91054ab05619,develop agricultural,develop|develop agricultural policies|agricultural|agricultural policies|agricultural policies operate,design,
http://data.europa.eu/esco/skill/108ac398-6a84-454a-b56c-8bb0dee1bbf2,prepare exercise,prepare|prepare exercise session|exercise|exercise session|exercise session prepare,general,
http://data.europa.eu/esco/skill/109ae188-b621-49dd-9c77-cb3f5a3553fe,ensure,ensure operability|ensure operability of|operability|operability of|operability of protective,general,
http://data.europa.eu/esco/skill/10ac5282-3288-4383-8f69-9864d8564ea9,inspect,inspect pipelines|inspect pipelines inspecting|pipelines|pipelines inspecting|pipelines inspecting of,general,
http://data.europa.eu/esco/skill/10b306ae-6a1b-4e62-b06d-8702cfc6814c,understand,understand written|understand written Tamil|written|written Tamil|written Tamil understand,general,
http://data.europa.eu/esco/skill/10c11836-683d-45db-872d-3ec8aee4d37c,manage psychotherapeutic,manage|manage psychotherapeutic relationships|psychotherapeutic|psychotherapeutic relationships|psychotherapeutic relationships maintain,management,Establish a working alliance and self-awareness in the relationship.  Make sure the patient is aware that his/her interests are a priority and manage out-of-session contact.
http://data.europa.eu/esco/skill/10c42c72-ecaa-414c-a014-7e97fcecae8d,reprography,reprography copying|reprography copying reproduction|copying|copying reproduction|copying reproduction The,general,
http://data.europa.eu/esco/skill/10c56894-6cbd-479c-b4ba-74a22fb76810,operate,operate hammer|operate hammer mill|hammer|hammer mill|hammer mill use,general,
http://data.europa.eu/esco/skill/10cade4f-df4d-4408-8924-5994976fc798,operate,operate a|operate a camera|a camera|a camera operating|camera,general,Operate the camera skilfully and safely to obtain high quality material.
http://data.europa.eu/esco/skill/10d57d01-c5cc-4e50-967e-4ccaada0787d,estimate,estimate costs|estimate costs in|costs|costs in|costs in farm,general,
http://data.europa.eu/esco/skill/10d89215-ebbd-4440-90ef-ccd32becb4dd,process,process incoming|process incoming electronics|incoming|incoming electronics|incoming electronics supplies,general,
http://data.europa.eu/esco/skill/10dd298f-3fb7-4306-9ecc-45905877ab61,produce,produce content|produce content for|content|content for|content for tourism,general,
http://data.europa.eu/esco/skill/10f04ffe-7435-44d4-9f6f-6bf6e87b9a0e,advise,advise on|advise on acquisitions|on acquisitions|on acquisitions counsel|acquisitions,general,
http://data.europa.eu/esco/skill/10f08e82-ee2f-4790-a43d-5fd3f9b8a392,biomedicine,biomedicine bio-medicine|biomedicine bio-medicine principles|bio-medicine|bio-medicine principles|bio-medicine principles of,general,This includes the applications and practices involved in biological and natural sciences.
http://data.europa.eu/esco/skill/10f24e0d-bd23-4432-b96b-e9f23136c503,operate,operate brazing|operate brazing equipment|brazing|brazing equipment|brazing equipment utilise,general,
http://data.europa.eu/esco/skill/10f64f45-ab79-4fdb-aef7-3c47fe8ffabc,monitor,monitor aviation|monitor aviation growth|aviation|aviation growth|aviation growth trends,general,
http://data.europa.eu/esco/skill/10f6d720-ea22-469c-86d1-7fb9d2e93c11,document,document costume|document costume stock|costume|costume stock|costume stock keep,general,Track all relevant properties of the costumes and how they are used.
http://data.europa.eu/esco/skill/10ff3d22-1f29-48bc-98e4-63fc61c78034,social,social alliances|social alliances social|alliances|alliances social|alliances social partnerships,general,
http://data.europa.eu/esco/skill/110833ee-c4f1-4856-9b7f-7e49ffda537f,apply psychological,apply|apply psychological intervention|psychological|psychological intervention|psychological intervention strategies,general,
http://data.europa.eu/esco/skill/110d7aa3-e44e-4cce-a927-8d4de615f3d9,sort,sort waste|sort waste organise|waste|waste organise|waste organise refuse,general,
http://data.europa.eu/esco/skill/1110c92f-3059-445a-9436-0f4200d365f5,Sass,Sass Syntactically|Sass Syntactically Awesome|Syntactically|Syntactically Awesome|Syntactically Awesome Stylesheets,general,"These documents have to adhere to style sheets, a set of stylistic rules such as font, color and layout."
http://data.europa.eu/esco/skill/11190c86-bf63-4d98-be9a-fbee97c9f93a,dermatology,dermatology dermatology|dermatology dermatology principles|dermatology principles|dermatology principles medinice|principles,general,
http://data.europa.eu/esco/skill/111b9dad-b2e0-4b55-8d0f-2e41cb435f64,ensure,ensure no|ensure no harmful|no harmful|no harmful effects|harmful,general,
http://data.europa.eu/esco/skill/11245eee-fcbd-44c7-aa6a-3db2eb40106c,manage inspections,manage|manage inspections of|inspections|inspections of|inspections of equipment,management,
http://data.europa.eu/esco/skill/112a2d79-fff0-4b9b-92e9-7fe40cd6104b,audiometry,audiometry measuring|audiometry measuring hearing|measuring|measuring hearing|measuring hearing acuity,general,
http://data.europa.eu/esco/skill/112bf219-beb2-4028-bd28-d8ed643fa32f,teach,teach teaching|teach teaching principles|teaching|teaching principles|teaching principles teaching,general,
http://data.europa.eu/esco/skill/11335fcc-23af-4afe-bfaf-c0c25abcb5b0,biological,biological haematology|biological haematology study|haematology|haematology study|haematology study of,general,
http://data.europa.eu/esco/skill/113b4428-0a31-4199-8496-070af7854b91,meet,meet commitments|meet commitments meet|commitments|commitments meet|commitments meet commitment,general,
http://data.europa.eu/esco/skill/113bbd65-c580-4155-b2d5-9f6d068712e2,install,install locks|install locks fitting|locks|locks fitting|locks fitting locks,general,Install the lock for optimal security.
http://data.europa.eu/esco/skill/113d2de3-2150-4949-b91d-abd3d39b370b,demonstrate,demonstrate use|demonstrate use of|use|use of|use of hardware,general,
http://data.europa.eu/esco/skill/113d5db5-4fb4-418c-a4e0-2f01a71b26a1,prepare tableware,prepare|prepare tableware make|tableware|tableware make|tableware make sure,general,
http://data.europa.eu/esco/skill/113de748-7d31-4cc7-b7c8-e34cad08a225,operate,operate monogram-printing|operate monogram-printing device|monogram-printing|monogram-printing device|monogram-printing device run,general,
http://data.europa.eu/esco/skill/11430d93-c835-48ed-8e70-285fa69c9ae6,design cloud,design|design cloud architecture|cloud|cloud architecture|cloud architecture design,design,"Identify elastic and scalable computing solutions, select high-performing and scalable storage solutions, and choose high-performing database solutions.  Identify cost-effective storage, computing, and database services in the cloud."
http://data.europa.eu/esco/skill/1143e53e-2933-472d-8161-f26d6936c927,lead,lead military|lead military troops|military|military troops|military troops direct,management,
http://data.europa.eu/esco/skill/114a5cda-0ef1-4065-a064-755260aaa77e,perform forensic,perform|perform forensic examinations|forensic|forensic examinations|forensic examinations undertake,general,
http://data.europa.eu/esco/skill/114a79ef-1e62-475b-a862-954f5b4cca20,develop waste,develop|develop waste management|waste|waste management|waste management processes,design,Trainings for waste incinerators are excluded.
http://data.europa.eu/esco/skill/114c9698-c999-4369-8498-81bf641fe871,establish,establish an|establish an ICT|an ICT|an ICT security|ICT,technical,"Implement policies to prevent data breaches, detect and respond to unauthorised access to systems and resources, including up-to-date security applications and employee education."
http://data.europa.eu/esco/skill/114f2179-b625-4333-b9f9-fe6a846a7c36,plan,plan youth|plan youth activities|youth|youth activities|youth activities schedule,general,
http://data.europa.eu/esco/skill/1154d74a-eaf1-4a86-bcaa-453dd4923d5c,operate,operate fishing|operate fishing equipment|fishing|fishing equipment|fishing equipment machinery,general,
http://data.europa.eu/esco/skill/116083f9-8d05-4b2e-a15f-287b18de5f67,use global,use|use global distribution|global|global distribution|global distribution system,general,
http://data.europa.eu/esco/skill/11683adc-56fa-4408-84aa-8f02eb991628,operate,operate maritime|operate maritime lifting|maritime|maritime lifting|maritime lifting equipment,general,
http://data.europa.eu/esco/skill/1171ad05-a85e-4460-837f-08f91538eb27,temper,temper chocolate|temper chocolate cool|chocolate|chocolate cool|chocolate cool chocolate,general,
http://data.europa.eu/esco/skill/117373c8-f04b-4fff-8683-aebe36edac81,hardware,hardware platforms|hardware platforms The|platforms|platforms The|platforms The characteristics,general,
http://data.europa.eu/esco/skill/11747665-0e98-4f27-bd0d-536862cd5746,identify,identify suppliers|identify suppliers search|suppliers|suppliers search|suppliers search for,general,"Take into consideration aspects such as product quality, sustainability, local sourcing, seasonality and coverage of the area.  Evaluate the likelihood of obtaining beneficial contracts and agreements with them."
http://data.europa.eu/esco/skill/1174f52e-e861-4056-bd5a-1f678f969b62,conduct shelf,conduct|conduct shelf studies|shelf|shelf studies|shelf studies undertake,general,
http://data.europa.eu/esco/skill/1175cd3f-c4d1-46f6-8e76-e59ec58a82b3,clean,clean off|clean off fouling|off|off fouling|off fouling remove,general,
http://data.europa.eu/esco/skill/1177a1e9-213a-477b-b57c-364368c68b95,design power,design|design power electronics|power|power electronics|power electronics design,design,Select suitable ancillary devices for the intended application.
http://data.europa.eu/esco/skill/1177c6f5-09c5-4c35-873c-afd22d170ad3,quality,quality assurance|quality assurance procedures|assurance|assurance procedures|assurance procedures quality,general,
http://data.europa.eu/esco/skill/117bb003-603a-4a4a-b0f3-044e6c56a1b2,manage safety,manage|manage safety standards|safety|safety standards|safety standards for,management,"Ensure that before dispatching any vessel, all regulations and standards are met.  May also be required to act as a member of an Emergency Response Team."
http://data.europa.eu/esco/skill/11877887-d81e-4fdd-865a-e47a40b6707d,study,study communications|study communications channels|communications|communications channels|communications channels for,analysis,
http://data.europa.eu/esco/skill/118796d8-28a3-4865-bcd0-d037f4abcc0f,coordinate,coordinate greenhouse|coordinate greenhouse environment|greenhouse|greenhouse environment|greenhouse environment coordinating,management,Work together with the Grounds and Buildings Manager in keeping the irrigation systems and the horticultural equipment in good condition.
http://data.europa.eu/esco/skill/118a9b27-1c5a-4214-b685-1a4d9e6365ea,computer,computer forensics|computer forensics The|forensics|forensics The|forensics The process,general,
http://data.europa.eu/esco/skill/118c43e1-f11d-4c3c-a24d-131b9db4ba5a,purchase,purchase raw|purchase raw material|raw|raw material|raw material supplies,general,Manage logistics of purchasing supplies of the raw materials for the tannery to ensure efficient operations of the tannery and meet clients' requirements
http://data.europa.eu/esco/skill/118d663f-473b-43d4-a990-fd81bc239517,assist,assist during|assist during take|during|during take|during take off,general,
http://data.europa.eu/esco/skill/118efbcd-8fc5-4668-81d1-c383a0d16070,handle,handle helpdesk|handle helpdesk problems|helpdesk|helpdesk problems|helpdesk problems handle,general,
http://data.europa.eu/esco/skill/11922b18-8245-41b3-bee6-6850380276f1,instruct,instruct on|instruct on technical|on technical|on technical shore-based|technical,technical,Understand safety regulations required to work with shipboard electrical systems.
http://data.europa.eu/esco/skill/119535c6-ff74-4e64-91c2-bcf338749fd6,design well,design|design well paths|well|well paths|well paths designing,design,
http://data.europa.eu/esco/skill/119acb15-fff5-4475-80fe-d7de24023909,political,political parties|political parties political|parties|parties political|parties political party,general,
http://data.europa.eu/esco/skill/119fe928-401d-4254-9273-dd1c171fe84e,change,change shelf|change shelf labels|shelf|shelf labels|shelf labels changing,general,
http://data.europa.eu/esco/skill/11a76a95-66c1-43e0-91f0-be1cc5d05964,innovate,innovate in|innovate in footwear|in footwear|in footwear and|footwear,general,Evaluate new ideas and concepts to turn them into marketable products.  Use entrepreneurial thinking in all stages of the product and process development to identify new business opportunities for the targeted markets.
http://data.europa.eu/esco/skill/11bbb82e-f3cc-4734-94d5-b99fdd0a683e,explain,explain interview|explain interview purposes|interview|interview purposes|interview purposes explain,general,
http://data.europa.eu/esco/skill/11bc405a-505c-4bfe-be8f-345e5aae0c93,tend,tend bottle-washing|tend bottle-washing machine|bottle-washing|bottle-washing machine|bottle-washing machine look,general,
http://data.europa.eu/esco/skill/11bebcd3-ad55-42b9-b9af-4c7cd7953e3f,survey,survey sites|survey sites for|sites|sites for|sites for pipeline,general,
http://data.europa.eu/esco/skill/11c0bfec-6bc8-4ec0-a535-91bd65be92c5,install,install wood|install wood elements|wood|wood elements|wood elements in,general,"Assemble and affix the elements, taking care to prevent gaps."
http://data.europa.eu/esco/skill/11c56452-fcec-4b00-9695-cca4728e5048,marketing,marketing analytics|marketing analytics marketing|analytics|analytics marketing|analytics marketing data,general,It involves analysing metrics such as the Return on Investment (ROI) for identify opportunities of improvement.
http://data.europa.eu/esco/skill/11cbcf7f-8dc3-4c9a-9ec1-37f51b5cbc19,international,international trade|international trade foreign|trade|trade foreign|trade foreign trade,general,"The general theories and schools of thought around the implications of international trade in terms of exports, imports, competitivity, GDP, and role of multinational companies."
http://data.europa.eu/esco/skill/11dc8e6b-dffa-42e4-9de1-c47293a848ff,operate,operate pumping|operate pumping equipment|pumping|pumping equipment|pumping equipment operating,general,"Manipulate control panels to adjust pressure and temperature, as well as to direct product flow rate and to monitor liquid circulation in petroleum refinery.  Oversee gas and oil transport from wellheads to refineries or storage facilities."
http://data.europa.eu/esco/skill/11e2378a-ccc0-45a5-993c-23eb65f9e1ce,blood,blood donation|blood donation blood|donation|donation blood|donation blood donation,general,
http://data.europa.eu/esco/skill/11e26767-e597-4349-ae50-f4ae16da9c60,investigate,investigate aircraft|investigate aircraft accidents|aircraft|aircraft accidents|aircraft accidents assess,general,
http://data.europa.eu/esco/skill/11e43fb9-e02b-4c6c-8eb2-3127d99dcb72,operate,operate vibratory|operate vibratory feeder|vibratory|vibratory feeder|vibratory feeder in,general,"A high frequency vibratory feeder gently and evenly feeds the product, such as almonds, into the hard shell cracker without breakage."
http://data.europa.eu/esco/skill/11e7b341-ecd9-445c-b1fe-ba220b706b21,develop competition,develop|develop competition policies|competition|competition policies|competition policies prepare,design,
http://data.europa.eu/esco/skill/11eb25b9-4d66-4733-acd0-e8551d678627,follow,follow switching|follow switching instructions|switching|switching instructions|switching instructions in,general,
http://data.europa.eu/esco/skill/11eebd42-44ab-401d-8a2c-bdb9fc9beb50,information,information security|information security strategy|security|security strategy|security strategy The,general,
http://data.europa.eu/esco/skill/11f364dd-0814-4398-b00e-10d1be8b27af,design transportation,design|design transportation systems|transportation|transportation systems|transportation systems transportation,design,
http://data.europa.eu/esco/skill/11f536f5-b0e2-46a6-95c1-bd765946604c,guarantee,guarantee students'|guarantee students' safety|students'|students' safety|students' safety safeguard,general,Follow safety precautions in the learning situation.
http://data.europa.eu/esco/skill/120b9b87-3aad-4a42-b5e7-1b146a672038,record,record survey|record survey data|survey|survey data|survey data recording,general,
http://data.europa.eu/esco/skill/120e54ef-b480-4d49-bf8d-591dbd3598f5,shunt,shunt inbound|shunt inbound loads|inbound|inbound loads|inbound loads shunt,general,"If requested, ensure train stability after freight has been loaded onto the railcars."
http://data.europa.eu/esco/skill/1212ac42-2564-4fce-80e1-6ce4ea4d9bf5,advise,advise on|advise on personnel|on personnel|on personnel management|personnel,general,
http://data.europa.eu/esco/skill/12154830-df49-42d6-95b3-6f83f29733d5,work,work with|work with motion|with|with motion|with motion picture,general,Make sure the finished product is according to specifications and creative vision.
http://data.europa.eu/esco/skill/121a87f0-7ff9-4d63-a8af-440f291bce67,pour,pour molten|pour molten metal|molten|molten metal|molten metal into,general,
http://data.europa.eu/esco/skill/12274664-b642-4945-b88f-d7787dc3c9dd,design interaction,design|design interaction model|interaction|interaction model|interaction model develop,design,"Design a multi-turn conversation, use built-in intents and slots, handle unexpected conversational requests or responses, design multi-modal skills using one or more service interfaces (for example, audio, video, and gadgets)."
http://data.europa.eu/esco/skill/122c4641-027e-4add-888d-de7de0122d43,design floor,design|design floor design|floor|floor design|floor design of,design,"Take into account the intended use, space, durability, sound, temperature and moisture concerns, environmental properties and aesthetics."
http://data.europa.eu/esco/skill/122dbd0c-0c69-40b1-9d45-69a9e837d0c3,monitor,monitor rail|monitor rail pickup|rail|rail pickup|rail pickup machine,general,Make sure the rails are safely removed and loaded into a storage car.
http://data.europa.eu/esco/skill/1236128d-9bb4-4d94-bc1e-40fd14824280,medicines,medicines medicine|medicines medicine study|medicine|medicine study|medicine study of,general,
http://data.europa.eu/esco/skill/123b9ac9-1f11-49bb-b4a5-74677e2eb86b,non,non vessel|non vessel operating|vessel|vessel operating|vessel operating common,general,
http://data.europa.eu/esco/skill/123cf7c5-6a3b-419d-be4f-49a6cc020f9f,interactive,interactive media|interactive media interactive|media|media interactive|media interactive multimedia,general,"The interactions take place with computerised elements (e. g. , moving graphics, digital text and sound)."
http://data.europa.eu/esco/skill/123ea020-9f87-495f-b8c3-15133646392b,test,test improved|test improved aeronautical|improved|improved aeronautical|improved aeronautical information,general,
http://data.europa.eu/esco/skill/12428071-1ec8-4d52-a0ce-3eee78e1e1be,perform records,perform|perform records management|records|records management|records management carry,general,
http://data.europa.eu/esco/skill/124a7276-1598-46dc-bd4e-f2dff7377cc9,coordinate,coordinate the|coordinate the ship|the|the ship|the ship crew,management,Ensure that each member of the deck department understands and performs his/her assigned duties adequately.  Assist the captain with training and orientation of new crew.  Coordinate line-handling during manoeuvres.  Monitor deck maintenance and safety.  Plan each day's work to achieve the most from each deck crewmember.
http://data.europa.eu/esco/skill/125258b2-23c1-472c-90c6-4ec2e90ed893,accept,accept feedback|accept feedback on|feedback|feedback on|feedback on artistic,general,"Take feedback into account to develop the potential as performer.  Note the choreographers/repetiteur/dance master instructions, the instructions of other collaborators (dramaturge, performers/dancers peers, musicians, etc. ) assuring being in the same page with direction team."
http://data.europa.eu/esco/skill/1258cc12-37bb-4a12-b219-9c3d6b294533,work,work in|work in an|in an|in an organised|an organised,general,"Organise, manage time, plan, schedule and meet deadlines."
http://data.europa.eu/esco/skill/1263904f-1c2c-48f5-a6ca-0176ef5d2060,read,read scripts|read scripts read|scripts|scripts read|scripts read the,general,
http://data.europa.eu/esco/skill/126da6db-593e-4dd2-b35d-86f599a622f6,mix,mix ink|mix ink stir|ink|ink stir|ink stir ink,general,
http://data.europa.eu/esco/skill/1273b436-800b-49f5-91ad-82e22f5ebe57,treat,treat snoring|treat snoring problems|snoring|snoring problems|snoring problems treat,general,
http://data.europa.eu/esco/skill/1274596d-f537-4ec9-90b3-e0c7a73ee55b,maintain,maintain vacuum|maintain vacuum chamber|vacuum|vacuum chamber|vacuum chamber manage,general,
http://data.europa.eu/esco/skill/1279a2e8-e44f-49b6-9a7f-9241d07d2ed3,conclude,conclude business|conclude business agreements|business|business agreements|business agreements settle,general,
http://data.europa.eu/esco/skill/1289bd81-8daf-4e7c-bb46-6bbfe9141c49,legislation,legislation about|legislation about animal|about|about animal|about animal origin,general,
http://data.europa.eu/esco/skill/128f0b4c-8da7-467b-9196-7c691e067a1e,assign,assign homework|assign homework assigns|homework|homework assigns|homework assigns homework,general,
http://data.europa.eu/esco/skill/128f318e-1bc8-4921-821f-b0aad1d98922,determine,determine appropriate|determine appropriate heating|appropriate|appropriate heating|appropriate heating and,general,
http://data.europa.eu/esco/skill/1299a59c-8b90-4838-8bef-0065cdfc8bdf,write,write Punjabi|write Punjabi show|Punjabi|Punjabi show|Punjabi show competency,general,
http://data.europa.eu/esco/skill/12a105f9-8288-48b5-91e3-ac886c5f77fe,use ophthalmic,use|use ophthalmic instruments|ophthalmic|ophthalmic instruments|ophthalmic instruments apply,general,
http://data.europa.eu/esco/skill/12a6ed6e-079e-4c72-a1e8-23391425a088,supervise,supervise script|supervise script preparation|script|script preparation|script preparation supervising,management,
http://data.europa.eu/esco/skill/12adba20-07ba-40af-ad41-48f730af3851,radioactive,radioactive contamination|radioactive contamination radio-active|contamination|contamination radio-active|contamination radio-active substances,general,
http://data.europa.eu/esco/skill/12b5cc46-bf35-464c-ac7d-1bdbc23262f7,perform failure,perform|perform failure analysis|failure|failure analysis|failure analysis of,general,
http://data.europa.eu/esco/skill/12b7d5a1-1ad4-45dc-b0fa-b31d1eb2c79a,maintain,maintain pricing|maintain pricing database|pricing|pricing database|pricing database maintain,general,
http://data.europa.eu/esco/skill/12c7b323-d870-4f5b-9d7d-d9f525206d77,production,production processes|production processes production|processes|processes production|processes production process,general,
http://data.europa.eu/esco/skill/12c82224-6394-4c3c-9831-2a8198ed1274,optical,optical character|optical character recognition|character|character recognition|character recognition software,programming,"NET Asprise OCRSDK AnyDoc Software Scantron SimpleOCR Nicomsoft OCR SDK OCRopus LEADTOOLS Tesseract The software that electronically converts printed and typed images into machine-encoded text so that documents can be electronically stored, edited and digitally displayed."
http://data.europa.eu/esco/skill/12cbdcb1-c22c-4289-ad7c-665ffe569185,use wood,use|use wood chisel|wood|wood chisel|wood chisel using,general,
http://data.europa.eu/esco/skill/12d1d724-b832-4193-823f-c6ff0deedec1,interpreting,interpreting modes|interpreting modes interpretation|modes|modes interpretation|modes interpretation modes,general,
http://data.europa.eu/esco/skill/12d2c08a-3b23-4b15-8aae-15e675f60182,use new,use|use new technologies|new|new technologies|new technologies in,general,Read articles and maintains an active exchange with peers in benefit of the company and its products.
http://data.europa.eu/esco/skill/12d7ea6f-ec1f-4f9a-a50b-8e2e9693f068,hazardous,hazardous materials|hazardous materials transportation|materials|materials transportation|materials transportation carriage,general,
http://data.europa.eu/esco/skill/12d93356-78e7-4857-99a6-f00b4ae2ec77,analyse,analyse loans|analyse loans analyze|loans|loans analyze|loans analyze loans,analysis,
http://data.europa.eu/esco/skill/12da3e83-57a6-4011-8a4a-c72b47434f52,cope,cope with|cope with challenging|with|with challenging|with challenging circumstances,general,Work under pressure and adapt to the circumstances in a positive manner. '
http://data.europa.eu/esco/skill/12dbf11f-c212-4fc3-8254-069f860bfa5c,rescue,rescue in|rescue in road|in road|in road accidents|road,general,
http://data.europa.eu/esco/skill/12dfdb75-9041-4d41-9974-dda7ce950f51,implement footwear,implement|implement footwear marketing|footwear|footwear marketing|footwear marketing plan,general,
http://data.europa.eu/esco/skill/12efe5f2-f7ec-4f03-b359-afba5b9f62de,assist,assist children|assist children with|children|children with|children with homework,general,Assist the child with the interpretation of the assignment and the solutions.  Make sure the child studies for tests and exams.
http://data.europa.eu/esco/skill/1304af9b-5f08-4c99-9804-f580459377d7,position,position engraving|position engraving equipment|engraving|engraving equipment|engraving equipment arrange,general,
http://data.europa.eu/esco/skill/130cff37-c18c-4425-83bd-941918f2239c,finish,finish animal|finish animal structure|animal|animal structure|animal structure finalise,general,"For bigger animals, glue also the skin to the structure of the animal."
http://data.europa.eu/esco/skill/130d8246-5d34-4cbf-93c6-c02990a26532,type,type error-free|type error-free documents|error-free|error-free documents|error-free documents typing,general,Type documents in a fast pace without compromising the quality of the outcome.
http://data.europa.eu/esco/skill/130f6043-6bb4-4f14-81b3-b34cdaf6ea1f,manage technical,manage|manage technical resources|technical|technical resources|technical resources stock,management,
http://data.europa.eu/esco/skill/1316577b-31f7-437f-97ce-27c408b87a55,prepare dairy,prepare|prepare dairy products|dairy|dairy products|dairy products for,general,
http://data.europa.eu/esco/skill/131b4258-d9bb-4b01-9202-374184fb3c07,minimise,minimise shipping|minimise shipping cost|shipping|shipping cost|shipping cost diminish,general,
http://data.europa.eu/esco/skill/131d6a9e-6dd8-4c7d-bb19-a222a9ad16f1,educate,educate customers|educate customers on|customers|customers on|customers on tea,general,
